station_abbr,reference_timestamp,temp_A5,Humid2j,pressHPA,vit_vent,vitvkmh,precipi_j,Ray_j,ensol_dur
MTE,12.08.2017 00:00,9,81.4,846.6,1.6,5.8,0,247,347
MTE,13.08.2017 00:00,11.2,76.5,847,1.9,6.8,0,204,332
MTE,14.08.2017 00:00,12.9,78.4,848,2.2,7.9,2.7,202,341
MTE,15.08.2017 00:00,14,71,849,2.1,7.6,2.1,186,285
MTE,16.08.2017 00:00,14.5,73.5,849.1,1.9,6.8,0,202,258
MTE,17.08.2017 00:00,15.2,69.9,848.3,2.2,7.9,0,213,353
MTE,18.08.2017 00:00,15.4,71.9,846.4,2.2,7.9,14.6,205,347
MTE,19.08.2017 00:00,11.5,88.3,845.6,1.4,5,0,165,190
MTE,20.08.2017 00:00,9.3,78.3,848,1.8,6.5,0,244,433
MTE,21.08.2017 00:00,11.3,70.2,848.4,1.5,5.4,0,150,88
MTE,22.08.2017 00:00,13.2,67.5,847.1,2.4,8.6,0,238,438
MTE,23.08.2017 00:00,15.8,55.6,846.6,2.3,8.3,0,211,390
MTE,24.08.2017 00:00,15.1,67.7,847.9,2.2,7.9,0.4,169,241
MTE,25.08.2017 00:00,15.4,68,848.3,2.3,8.3,0,198,320
MTE,26.08.2017 00:00,16,67.4,848.2,2.2,7.9,2.2,184,275
MTE,27.08.2017 00:00,16.5,59.2,848.1,2.2,7.9,0.7,149,143
MTE,28.08.2017 00:00,15.4,70.8,847.4,2.1,7.6,0,121,77
MTE,29.08.2017 00:00,16.2,57.9,845.7,2.4,8.6,0,188,350
MTE,30.08.2017 00:00,16.2,70,844.2,1.9,6.8,2.6,151,193
MTE,31.08.2017 00:00,11.8,98.3,843.9,1.6,5.8,13,42,2
MTE,01.09.2017 00:00,8.7,97,842.2,1.5,5.4,3.9,82,13
MTE,02.09.2017 00:00,5.8,91.3,841.6,1.2,4.3,0.4,70,0
MTE,03.09.2017 00:00,6.3,80.9,841.2,1.8,6.5,0,191,345
MTE,04.09.2017 00:00,9.2,79.6,843.9,1.1,4,0,68,0
MTE,05.09.2017 00:00,12.1,78.2,847.7,1.9,6.8,0,210,417
MTE,06.09.2017 00:00,11.5,83.4,846.2,1.5,5.4,0,150,240
MTE,07.09.2017 00:00,8.4,84.2,843,1.7,6.1,0,217,410
MTE,08.09.2017 00:00,8.6,80.4,839.3,1.9,6.8,0.2,198,407
MTE,09.09.2017 00:00,7.1,91.7,832.2,1.7,6.1,10.6,44,0
MTE,10.09.2017 00:00,6.3,90,833.4,1.4,5,0,139,54
MTE,11.09.2017 00:00,7.7,77.6,834,1.8,6.5,0,167,282
MTE,12.09.2017 00:00,6,79.1,838.9,1.6,5.8,0,126,123
MTE,13.09.2017 00:00,7.4,80.9,844.2,1.7,6.1,0.4,61,16
MTE,14.09.2017 00:00,6.2,88.4,840.9,2.1,7.6,6.2,49,28
MTE,15.09.2017 00:00,2.9,77.8,838.6,1.8,6.5,0,178,296
MTE,16.09.2017 00:00,4.1,79.7,836.6,1.4,5,0,141,196
MTE,17.09.2017 00:00,3.9,84.1,838.4,1.3,4.7,3.8,90,42
MTE,18.09.2017 00:00,3.6,88.3,840.6,1.6,5.8,0.3,131,199
MTE,19.09.2017 00:00,3.2,85.6,841.8,1.4,5,0.3,92,36
MTE,20.09.2017 00:00,3.3,78.7,844.4,2.2,7.9,0,187,379
MTE,21.09.2017 00:00,5.7,67.4,844.8,2.4,8.6,0,181,379
MTE,22.09.2017 00:00,8,66,846.4,2.2,7.9,0,160,310
MTE,23.09.2017 00:00,8.7,75.4,846.4,1.5,5.4,1.7,115,190
MTE,24.09.2017 00:00,8,73.5,845.6,1.9,6.8,0,140,250
MTE,25.09.2017 00:00,7.7,58.9,844.5,2.4,8.6,0,146,243
MTE,26.09.2017 00:00,8,81.3,846.1,1.4,5,0.9,85,18
MTE,27.09.2017 00:00,9,84.5,848.3,1.4,5,0.2,94,75
MTE,28.09.2017 00:00,9.6,73.6,850.7,2,7.2,0,165,346
MTE,29.09.2017 00:00,11.5,70.7,848.9,1.7,6.1,0,120,185
MTE,30.09.2017 00:00,10,82.2,844.8,1.6,5.8,7.2,87,65
MTE,01.10.2017 00:00,7.5,94.6,845.5,1.6,5.8,0.1,152,288
MTE,02.10.2017 00:00,9.1,92.7,847.5,1.2,4.3,2.5,45,0
MTE,03.10.2017 00:00,8,98.9,846.5,1.6,5.8,10.1,24,0
MTE,04.10.2017 00:00,6.1,80.1,849.7,1.7,6.1,0,138,238
MTE,05.10.2017 00:00,8.9,58.1,845.7,1.9,6.8,1.1,152,347
MTE,06.10.2017 00:00,5.1,72.1,843.1,2,7.2,0,125,215
MTE,07.10.2017 00:00,3,62.3,846,1.7,6.1,2.3,147,311
MTE,08.10.2017 00:00,4.6,86.9,843.6,1.5,5.4,0,77,43
MTE,09.10.2017 00:00,4.3,84.7,844.1,1.5,5.4,0,140,337
MTE,10.10.2017 00:00,4.4,83.1,845.4,1.8,6.5,0,139,334
MTE,11.10.2017 00:00,6.6,62,847.3,2.3,8.3,0,138,332
MTE,12.10.2017 00:00,7.9,55.5,850.8,2.3,8.3,0,95,179
MTE,13.10.2017 00:00,8.3,58.7,852.5,2.5,9,0,132,326
MTE,14.10.2017 00:00,9.4,58.3,853.3,2.6,9.4,0,130,325
MTE,15.10.2017 00:00,10.5,52.1,853.7,2.7,9.7,0,129,321
MTE,16.10.2017 00:00,9.7,46,853.3,2.8,10.1,0,131,320
MTE,17.10.2017 00:00,9.7,44,849.4,2.7,9.7,0,129,312
MTE,18.10.2017 00:00,7.6,48.9,843.6,2.6,9.4,0,124,310
MTE,19.10.2017 00:00,7.8,55.5,841.7,2.1,7.6,0,94,233
MTE,20.10.2017 00:00,8.2,57.4,844,2.3,8.3,0,122,303
MTE,21.10.2017 00:00,9.2,67.9,844.2,1.7,6.1,3,81,120
MTE,22.10.2017 00:00,2.3,92.7,842.7,1.7,6.1,1.8,45,0
MTE,23.10.2017 00:00,1.4,91.6,845.7,1.6,5.8,0.2,65,15
MTE,24.10.2017 00:00,4.4,69.6,849.2,2.4,8.6,0,105,283
MTE,25.10.2017 00:00,8.2,59.3,851.1,2.2,7.9,0,106,279
MTE,26.10.2017 00:00,9.2,46.1,852.1,2.7,9.7,0,95,239
MTE,27.10.2017 00:00,6.1,67.6,849.4,2,7.2,0.3,33,21
MTE,28.10.2017 00:00,1.4,66.4,847.4,2.1,7.6,0,81,223
MTE,29.10.2017 00:00,4,76.1,842.2,1.7,6.1,0.4,19,0
MTE,30.10.2017 00:00,1.5,86.4,842.6,1.7,6.1,0,107,245
MTE,31.10.2017 00:00,1.3,67.4,846.6,2,7.2,0,96,265
MTE,01.11.2017 00:00,3.6,60.7,846.6,2.2,7.9,0,92,263
MTE,02.11.2017 00:00,4.3,59.4,843.4,2.2,7.9,0,76,126
MTE,03.11.2017 00:00,3.5,57.1,841.1,2.3,8.3,0,90,257
MTE,04.11.2017 00:00,5.1,57.7,839.3,1.8,6.5,0,79,194
MTE,05.11.2017 00:00,1.1,90.5,835,1.2,4.3,16.6,11,0
MTE,06.11.2017 00:00,-2.3,93.8,836.4,0.8,2.9,0.4,48,0
MTE,07.11.2017 00:00,-2.8,92,837,1.6,5.8,0.2,91,238
MTE,08.11.2017 00:00,-1.7,96.6,838,1.2,4.3,2,51,36
MTE,09.11.2017 00:00,-2.2,92.5,842.6,1.6,5.8,0,81,233
MTE,10.11.2017 00:00,-2.1,89.9,844.4,1.9,6.8,0.4,53,0
MTE,11.11.2017 00:00,0.7,95.1,841.1,1.6,5.8,9.8,32,0
MTE,12.11.2017 00:00,1.1,96.5,832.4,2,7.2,13,52,73
MTE,13.11.2017 00:00,-5.6,91.5,833.1,1.7,6.1,3.2,33,0
MTE,14.11.2017 00:00,-7.4,86.2,841.5,2.3,8.3,0,72,214
MTE,15.11.2017 00:00,-3,88.4,842.6,2.6,9.4,0,69,211
MTE,16.11.2017 00:00,-1.6,75.1,843.4,2.8,10.1,0,72,210
MTE,17.11.2017 00:00,-1.8,70.6,843.3,2.5,9,0,70,209
MTE,18.11.2017 00:00,-4,68.6,842.8,2.5,9,0,68,206
MTE,19.11.2017 00:00,-2,74.1,841.9,2.2,7.9,1.3,26,1
MTE,20.11.2017 00:00,-1.8,61,843.9,2.4,8.6,0,50,102
MTE,21.11.2017 00:00,2.1,68.7,843.8,2.3,8.3,0,41,3
MTE,22.11.2017 00:00,2.1,53,840.9,3.2,11.5,0,62,203
MTE,23.11.2017 00:00,1.9,56.4,841,2.6,9.4,0,52,65
MTE,24.11.2017 00:00,3.5,61.6,841.5,2.2,7.9,0,63,134
MTE,25.11.2017 00:00,0.3,87.3,837.2,1.8,6.5,5.8,21,0
MTE,26.11.2017 00:00,-6.2,75.2,844.2,1.8,6.5,0,71,123
MTE,27.11.2017 00:00,-7,67.5,845.1,2.3,8.3,0,58,197
MTE,28.11.2017 00:00,-1.9,69.7,833.9,2.2,7.9,0,65,186
MTE,29.11.2017 00:00,-4.9,84.5,827.6,1.3,4.7,1.4,30,0
MTE,30.11.2017 00:00,-7.2,81.9,828.7,1.4,5,0,31,0
MTE,01.12.2017 00:00,-8.8,69,830.1,2,7.2,0,52,126
MTE,02.12.2017 00:00,-7.5,63.3,835.6,2.2,7.9,0,60,186
MTE,03.12.2017 00:00,-9.8,72.8,842,2,7.2,0,54,187
MTE,04.12.2017 00:00,-5.3,67.8,849.5,1.9,6.8,0,56,189
MTE,05.12.2017 00:00,-5.2,66,853.7,2.5,9,0,51,185
MTE,06.12.2017 00:00,-2.4,57.1,852.3,3.3,11.9,0,52,184
MTE,07.12.2017 00:00,-1.8,49.9,846.7,3.2,11.5,2.1,52,184
MTE,08.12.2017 00:00,-2.5,86.6,836.7,2.2,7.9,10.3,24,0
MTE,09.12.2017 00:00,-10.5,84.1,836.1,2.1,7.6,0.1,33,8
MTE,10.12.2017 00:00,-7.1,91.3,825.8,1.5,5.4,21.9,5,0
MTE,11.12.2017 00:00,-0.6,97.4,816,1.8,6.5,6.5,24,0
MTE,12.12.2017 00:00,-4.8,95.6,831.8,1.8,6.5,2.4,22,0
MTE,13.12.2017 00:00,-8.2,83.2,836.9,2.5,9,0.4,50,123
MTE,14.12.2017 00:00,-1.1,92.6,828.3,1.9,6.8,5.9,26,0
MTE,15.12.2017 00:00,-5.2,87.7,824.6,2.2,7.9,0.7,56,173
MTE,16.12.2017 00:00,-6.6,88.1,832.1,1.6,5.8,0.5,26,0
MTE,17.12.2017 00:00,-8.7,77.5,842.2,2.1,7.6,0.1,54,154
MTE,18.12.2017 00:00,-8,88.3,842.7,1.9,6.8,5.9,17,0
MTE,19.12.2017 00:00,-8.6,87.6,848.9,2.2,7.9,0,50,153
MTE,20.12.2017 00:00,-8,91.4,850.1,1.6,5.8,0,47,176
MTE,21.12.2017 00:00,-3.7,85.8,854.1,2.2,7.9,0.3,46,177
MTE,22.12.2017 00:00,-0.6,88.9,853.7,2.3,8.3,0,34,33
MTE,23.12.2017 00:00,-4.2,78.3,854.5,2.3,8.3,0,48,178
MTE,24.12.2017 00:00,-0.7,64.2,851.6,3.4,12.2,0,48,177
MTE,25.12.2017 00:00,0,57.2,844.3,3.2,11.5,0,53,178
MTE,26.12.2017 00:00,-3.2,69.9,833.9,2.1,7.6,0,41,40
MTE,27.12.2017 00:00,-3,86.3,817.3,1.5,5.4,3.4,21,0
MTE,28.12.2017 00:00,-8,84.3,824.6,1.9,6.8,0.4,45,45
MTE,29.12.2017 00:00,-9.1,72.1,833.3,2.4,8.6,6.9,42,65
MTE,30.12.2017 00:00,0.2,99.2,838,1.4,5,14.6,13,0
MTE,31.12.2017 00:00,-0.2,87.7,839.6,2.1,7.6,1.7,51,181
MTE,01.01.2018 00:00,-1.9,89.4,835.7,1.8,6.5,4.5,55,160
MTE,02.01.2018 00:00,-3.2,89.9,839.3,1.3,4.7,6.3,34,0
MTE,03.01.2018 00:00,1.4,87.2,834.8,2.7,9.7,13,11,0
MTE,04.01.2018 00:00,1.1,99.2,833.9,1.4,5,35.1,6,0
MTE,05.01.2018 00:00,1.4,91.4,831.8,2.1,7.6,0,47,76
MTE,06.01.2018 00:00,-0.3,81.3,832.3,2,7.2,0,48,185
MTE,07.01.2018 00:00,1.4,76.7,837.8,1.7,6.1,0,55,73
MTE,08.01.2018 00:00,0.8,93.6,840.2,1.3,4.7,57.2,7,0
MTE,09.01.2018 00:00,-0.2,98.4,836.7,1.8,6.5,0.1,32,0
MTE,10.01.2018 00:00,-3.7,89.6,835.7,2.4,8.6,0,53,80
MTE,11.01.2018 00:00,-3.1,87.8,836,1.9,6.8,0,69,152
MTE,12.01.2018 00:00,-6.8,78.7,841.4,3.3,11.9,0,55,192
MTE,13.01.2018 00:00,-6.5,74.2,841.3,3.3,11.9,0,57,195
MTE,14.01.2018 00:00,-6.8,65.2,840,3.3,11.9,0,67,178
MTE,15.01.2018 00:00,-5.1,68,839.2,2.6,9.4,0.2,65,179
MTE,16.01.2018 00:00,1.3,77.7,830.6,3.5,12.6,11.3,25,0
MTE,17.01.2018 00:00,-4.8,88.6,832.5,2.2,7.9,7.9,16,0
MTE,18.01.2018 00:00,-2.1,96.2,837.4,1.7,6.1,11.1,13,0
MTE,19.01.2018 00:00,-1.9,92.2,835.1,1.8,6.5,4.3,43,34
MTE,20.01.2018 00:00,-4.3,89.7,832.8,1.5,5.4,18.9,29,0
MTE,21.01.2018 00:00,-0.3,98.7,835.7,1.6,5.8,32.9,8,0
MTE,22.01.2018 00:00,0.8,99.2,839.4,1.6,5.8,20.9,16,0
MTE,23.01.2018 00:00,-1.3,87.5,847.6,2.2,7.9,0,48,104
MTE,24.01.2018 00:00,-0.2,76.2,848.3,2.8,10.1,0,69,209
MTE,25.01.2018 00:00,0.2,74.4,841.9,1.8,6.5,0,66,26
MTE,26.01.2018 00:00,-0.3,79.7,839.4,1.5,5.4,0,50,28
MTE,27.01.2018 00:00,-0.7,76.2,849.9,2.3,8.3,0,70,213
MTE,28.01.2018 00:00,-1.7,64.2,856.6,3.1,11.2,0,71,217
MTE,29.01.2018 00:00,-0.8,71.3,853.7,2.9,10.4,0.3,73,219
MTE,30.01.2018 00:00,-2,63.8,849.1,2.8,10.1,0,80,220
MTE,31.01.2018 00:00,-1.1,65.4,839.8,2.1,7.6,1,77,163
MTE,01.02.2018 00:00,-4.1,90.1,828.2,2,7.2,8.5,22,0
MTE,02.02.2018 00:00,-10.5,69.3,829.3,3.1,11.2,0.3,82,237
MTE,03.02.2018 00:00,-10.6,58.4,828.2,3.3,11.9,0,89,210
MTE,04.02.2018 00:00,-8.4,65.7,833.2,2.2,7.9,0,62,0
MTE,05.02.2018 00:00,-6.2,66.2,836.9,2.2,7.9,0,60,2
MTE,06.02.2018 00:00,-4.6,63.5,832,2.5,9,0,92,255
MTE,07.02.2018 00:00,-5.7,78.3,830.5,2.2,7.9,0,94,184
MTE,08.02.2018 00:00,-6.3,71.5,835.5,2.6,9.4,0,83,167
MTE,09.02.2018 00:00,-7.1,62.5,834.7,3,10.8,0,97,264
MTE,10.02.2018 00:00,-7.5,76.2,835.6,2.1,7.6,0,85,77
MTE,11.02.2018 00:00,-4.5,85.4,832.6,2,7.2,2.1,53,4
MTE,12.02.2018 00:00,-8.3,83.4,834.2,2.4,8.6,2.3,43,15
MTE,13.02.2018 00:00,-12.6,55.5,832.5,2.9,10.4,0,112,272
MTE,14.02.2018 00:00,-7.9,52.3,834.7,2.6,9.4,1.2,106,241
MTE,15.02.2018 00:00,-1.7,89.6,841.2,1.5,5.4,13.1,28,0
MTE,16.02.2018 00:00,2.1,98.6,844.8,1.5,5.4,0.5,62,0
MTE,17.02.2018 00:00,0.6,92.6,840,1.9,6.8,3,60,28
MTE,18.02.2018 00:00,-3.5,93,840.3,1.8,6.5,0,66,0
MTE,19.02.2018 00:00,-5.8,68.1,836.4,2.5,9,0,116,300
MTE,20.02.2018 00:00,-5.1,69.2,831.5,2.1,7.6,0,104,143
MTE,21.02.2018 00:00,-8.8,65.2,830.6,2.4,8.6,0,126,308
MTE,22.02.2018 00:00,-8.5,73,828,1.8,6.5,0,89,84
MTE,23.02.2018 00:00,-5.6,67.9,828.8,1.9,6.8,0,97,93
MTE,24.02.2018 00:00,-0.7,78.2,830.8,1.7,6.1,0,119,309
MTE,25.02.2018 00:00,-6.8,98.3,830.1,1.9,6.8,0,32,2
MTE,26.02.2018 00:00,-12.9,85.3,826.8,1.9,6.8,0,117,104
MTE,27.02.2018 00:00,-16.7,67.7,825.9,2.1,7.6,0,152,265
MTE,28.02.2018 00:00,-13,56.8,828.2,2.1,7.6,0,127,180
MTE,01.03.2018 00:00,-6.8,78.1,824.3,1.8,6.5,0.4,117,82
MTE,02.03.2018 00:00,-3.8,87.3,819.6,2.3,8.3,3.6,53,0
MTE,03.03.2018 00:00,-3.3,72,822,2.1,7.6,0.2,88,21
MTE,04.03.2018 00:00,-0.9,60.6,824.8,2.2,7.9,0,150,325
MTE,05.03.2018 00:00,-0.1,64,820.7,2.3,8.3,0,129,208
MTE,06.03.2018 00:00,-0.2,81.2,818.4,1.7,6.1,0.3,102,0
MTE,07.03.2018 00:00,-2,81.6,824.7,2.1,7.6,0.2,95,27
MTE,08.03.2018 00:00,-3.2,56.7,832.4,2.6,9.4,0,166,348
MTE,09.03.2018 00:00,1.5,61.7,835.3,2,7.2,0,104,71
MTE,10.03.2018 00:00,1.2,85.4,833.9,1.7,6.1,0,106,80
MTE,11.03.2018 00:00,1.3,90.2,826.5,1.5,5.4,7.7,41,0
MTE,12.03.2018 00:00,0.5,96.6,826.9,1.8,6.5,3.2,90,1
MTE,13.03.2018 00:00,-1.3,94.5,833.9,1.6,5.8,0.3,89,0
MTE,14.03.2018 00:00,-1.7,65.3,833.9,2.6,9.4,0,178,362
MTE,15.03.2018 00:00,1.1,66.5,825.1,2.2,7.9,1.2,88,0
MTE,16.03.2018 00:00,0.4,70.5,827,2.2,7.9,0,209,360
MTE,17.03.2018 00:00,-1.4,91.1,820,1.5,5.4,5.3,61,0
MTE,18.03.2018 00:00,-2.1,91.6,821,1.4,5,1.1,106,1
MTE,19.03.2018 00:00,-2.7,92.3,825.3,1.3,4.7,0.4,102,15
MTE,20.03.2018 00:00,-4.7,76.1,830.1,2.2,7.9,0,183,265
MTE,21.03.2018 00:00,-8.1,60.9,838.5,2.2,7.9,0,190,368
MTE,22.03.2018 00:00,-4.8,58.8,837,2.2,7.9,0.2,172,259
MTE,23.03.2018 00:00,-2.4,60.7,829.2,2.4,8.6,0,201,384
MTE,24.03.2018 00:00,-2.3,55.2,824.7,2.9,10.4,0,204,386
MTE,25.03.2018 00:00,-0.7,59.9,830.1,2.3,8.3,0,209,388
MTE,26.03.2018 00:00,0.7,70.5,835.4,1.7,6.1,0,159,182
MTE,27.03.2018 00:00,-0.5,82.4,837.2,1.7,6.1,2.2,132,120
MTE,28.03.2018 00:00,2.5,90.9,834,1.4,5,4.1,113,54
MTE,29.03.2018 00:00,1.3,94.3,830.9,1.7,6.1,0.2,174,158
MTE,30.03.2018 00:00,1.3,72.5,826.6,2.5,9,22.3,154,154
MTE,31.03.2018 00:00,-1.8,96.1,824.6,1.7,6.1,1.4,88,0
MTE,01.04.2018 00:00,-2.8,81.6,835.1,2.1,7.6,0.2,153,91
MTE,02.04.2018 00:00,1.1,72.7,835.9,1.6,5.8,0,155,77
MTE,03.04.2018 00:00,3.1,75.4,835.5,1.8,6.5,0,178,196
MTE,04.04.2018 00:00,2.4,81.9,834.4,2,7.2,4.9,136,153
MTE,05.04.2018 00:00,1.3,84.1,839.7,1.7,6.1,0,178,223
MTE,06.04.2018 00:00,3,54.8,841.7,2.5,9,0,226,416
MTE,07.04.2018 00:00,5,59.3,840.3,2.8,10.1,0,225,418
MTE,08.04.2018 00:00,5,72,836.5,1.7,6.1,0,175,242
MTE,09.04.2018 00:00,4.7,77,832.5,1.5,5.4,0,129,69
MTE,10.04.2018 00:00,1.9,86,830.1,2,7.2,2.2,86,24
MTE,11.04.2018 00:00,2.8,63.9,829.2,2,7.2,2.1,164,97
MTE,12.04.2018 00:00,3.5,68.2,827.6,1.8,6.5,1,239,391
MTE,13.04.2018 00:00,2,67.4,835.9,2.2,7.9,0,246,413
MTE,14.04.2018 00:00,4.4,65,842.5,1.9,6.8,0,168,121
MTE,15.04.2018 00:00,5.2,71.1,838.7,2.1,7.6,0.4,127,8
MTE,16.04.2018 00:00,5.1,82,840.4,1.9,6.8,0,129,75
MTE,17.04.2018 00:00,6,62,848.3,2.6,9.4,0,248,435
MTE,18.04.2018 00:00,7.3,50.7,852.4,2.8,10.1,0,253,435
MTE,19.04.2018 00:00,8.4,46.5,852.5,2.9,10.4,0,252,441
MTE,20.04.2018 00:00,9,48.3,850.3,3,10.8,0,253,443
MTE,21.04.2018 00:00,9.4,45.9,847.6,3,10.8,0,256,443
MTE,22.04.2018 00:00,9.2,50,845.3,2.8,10.1,0,256,445
MTE,23.04.2018 00:00,8.9,60.1,845.1,2.3,8.3,0,181,205
MTE,24.04.2018 00:00,8.2,57.7,844.9,2.4,8.6,0,258,448
MTE,25.04.2018 00:00,9.5,52.6,843.2,2.4,8.6,0,259,453
MTE,26.04.2018 00:00,7.4,65.9,841.6,2.2,7.9,0,268,412
MTE,27.04.2018 00:00,8.5,55.4,838.7,2.5,9,0,259,438
MTE,28.04.2018 00:00,9.6,58.7,838.3,2.2,7.9,0,266,444
MTE,29.04.2018 00:00,8.3,74.2,833.6,2,7.2,12.9,132,108
MTE,30.04.2018 00:00,4.8,77.2,833.1,2.2,7.9,2.3,231,280
MTE,01.05.2018 00:00,3.2,92.9,835.6,2.1,7.6,0,187,117
MTE,02.05.2018 00:00,4.9,85.6,834.9,1.5,5.4,11.8,145,20
MTE,03.05.2018 00:00,5.1,97.7,836.3,1.3,4.7,8.3,88,0
MTE,04.05.2018 00:00,8.9,85.6,838.4,1.5,5.4,0,202,273
MTE,05.05.2018 00:00,10.8,67.7,842.9,1.6,5.8,0,246,331
MTE,06.05.2018 00:00,11.9,60,844.3,2.2,7.9,0,230,347
MTE,07.05.2018 00:00,8.4,83,842.3,1.9,6.8,12.1,128,150
MTE,08.05.2018 00:00,9.6,74,837.2,1.8,6.5,0.7,209,253
MTE,09.05.2018 00:00,8.9,78,834.9,1.6,5.8,0,201,216
MTE,10.05.2018 00:00,6.9,89,839.2,1.7,6.1,0.7,86,1
MTE,11.05.2018 00:00,9.5,78.1,842.2,1.7,6.1,0.4,242,309
MTE,12.05.2018 00:00,10.8,70.3,840.5,2.1,7.6,0,275,366
MTE,13.05.2018 00:00,8.1,80.9,834.8,2.5,9,11.7,234,286
MTE,14.05.2018 00:00,4.5,86.2,834.6,1.7,6.1,9.1,244,262
MTE,15.05.2018 00:00,5.2,93.7,837.3,1.5,5.4,0.3,192,160
MTE,16.05.2018 00:00,5.7,90.8,839.9,1.4,5,1.3,107,0
MTE,17.05.2018 00:00,7.2,82,841.5,1.5,5.4,1.1,215,211
MTE,18.05.2018 00:00,8.5,72.1,842.6,1.7,6.1,0,245,318
MTE,19.05.2018 00:00,8,82.8,842.8,1.7,6.1,2.3,179,126
MTE,20.05.2018 00:00,6.9,85.9,842.2,1.7,6.1,0.6,126,38
MTE,21.05.2018 00:00,9,73,840.3,1.9,6.8,0,206,124
MTE,22.05.2018 00:00,9.7,75.8,839.7,1.8,6.5,3.9,182,203
MTE,23.05.2018 00:00,9.6,89.3,843.1,1.5,5.4,0,144,14
MTE,24.05.2018 00:00,10.9,75.4,844.5,1.7,6.1,0,204,170
MTE,25.05.2018 00:00,12.4,62.7,845.1,2.1,7.6,0,260,374
MTE,26.05.2018 00:00,12.6,71.3,847.6,2.1,7.6,4.9,206,267
MTE,27.05.2018 00:00,13.3,68.8,846.2,2,7.2,2.3,228,239
MTE,28.05.2018 00:00,12.2,77,844.8,1.9,6.8,2.4,219,223
MTE,29.05.2018 00:00,10.9,83.4,843.1,1.6,5.8,0,201,190
MTE,30.05.2018 00:00,10.8,84.3,843.1,1.7,6.1,11.1,177,195
MTE,31.05.2018 00:00,10.8,84.9,843.3,1.6,5.8,0.6,175,192
MTE,01.06.2018 00:00,11.4,77.8,845.8,1.7,6.1,0,203,166
MTE,02.06.2018 00:00,12.5,70.4,845.5,2.1,7.6,0,291,449
MTE,03.06.2018 00:00,13.7,69.4,843.5,2,7.2,0,278,349
MTE,04.06.2018 00:00,12.8,78.1,839.3,1.3,4.7,1,159,114
MTE,05.06.2018 00:00,12.7,76.6,838.8,1.8,6.5,0,258,329
MTE,06.06.2018 00:00,12.3,79.3,841,1.8,6.5,1.8,186,108
MTE,07.06.2018 00:00,12.7,82.9,842.6,1.7,6.1,0.5,233,221
MTE,08.06.2018 00:00,11.7,85.3,840.9,1.6,5.8,4.3,155,135
MTE,09.06.2018 00:00,13.2,81.2,841.8,1.7,6.1,0,188,40
MTE,10.06.2018 00:00,14.7,70.8,842.2,2,7.2,0,181,198
MTE,11.06.2018 00:00,12.2,88.3,839.9,1.7,6.1,7.9,140,118
MTE,12.06.2018 00:00,10.5,95.3,837.4,1.7,6.1,28.8,136,85
MTE,13.06.2018 00:00,9.3,92,837.7,1.5,5.4,0.1,113,25
MTE,14.06.2018 00:00,9.8,81.4,840.6,2,7.2,0,310,433
MTE,15.06.2018 00:00,10.8,76.4,841.8,1.9,6.8,0,294,442
MTE,16.06.2018 00:00,12.4,74.6,842.8,1.9,6.8,0,216,257
MTE,17.06.2018 00:00,12.9,75.7,845,1.6,5.8,0,155,87
MTE,18.06.2018 00:00,12.9,76.3,847.8,1.9,6.8,0,279,406
MTE,19.06.2018 00:00,13.4,70.5,849.6,2.2,7.9,0,296,488
MTE,20.06.2018 00:00,15.7,63.6,848.7,2.3,8.3,0,284,423
MTE,21.06.2018 00:00,16,66,846.2,2.5,9,0,294,454
MTE,22.06.2018 00:00,11.7,63.7,845.6,2.1,7.6,0,309,500
MTE,23.06.2018 00:00,10,62.4,846.7,2.1,7.6,0,308,498
MTE,24.06.2018 00:00,10.5,70.6,845,2.1,7.6,1.4,195,207
MTE,25.06.2018 00:00,11.3,70.3,844.9,2.1,7.6,0,267,344
MTE,26.06.2018 00:00,12.3,68,846.2,2.3,8.3,0,299,478
MTE,27.06.2018 00:00,13.1,62.9,844.1,2.3,8.3,0,305,500
MTE,28.06.2018 00:00,12.9,58.8,840.8,2.1,7.6,0,267,372
MTE,29.06.2018 00:00,14.2,67.7,841.2,2,7.2,0,253,323
MTE,30.06.2018 00:00,16.3,63.3,842.1,2.1,7.6,0,245,350
MTE,01.07.2018 00:00,18.1,55.9,842,2.4,8.6,0,299,499
MTE,02.07.2018 00:00,16.4,69.2,843,2.4,8.6,5.4,202,301
MTE,03.07.2018 00:00,14.2,77.1,845.4,1.8,6.5,4.6,148,86
MTE,04.07.2018 00:00,15,71.2,845.3,1.9,6.8,2.3,238,293
MTE,05.07.2018 00:00,11.6,91.8,843.8,1.3,4.7,13.6,101,31
MTE,06.07.2018 00:00,11.1,94.3,846.5,1.1,4,0.8,132,26
MTE,07.07.2018 00:00,12.6,76,847.7,2,7.2,0,273,416
MTE,08.07.2018 00:00,14.3,69.7,847.4,2.3,8.3,0,291,485
MTE,09.07.2018 00:00,14.9,68.6,846,2.3,8.3,0,278,451
MTE,10.07.2018 00:00,14.3,66,843.2,2.3,8.3,0,253,376
MTE,11.07.2018 00:00,12.7,65.2,841.7,2.3,8.3,0,306,496
MTE,12.07.2018 00:00,13,64.5,843.8,2,7.2,0,226,313
MTE,13.07.2018 00:00,14.3,58.6,846.8,2.4,8.6,0,224,297
MTE,14.07.2018 00:00,14.1,73.5,847.1,2,7.2,7.5,222,337
MTE,15.07.2018 00:00,13.8,76.6,844.7,1.4,5,0,156,118
